Time;Policy;Finalization Status;CPU core Energy;Transfer Energy;CPU core Time;Transfer Time;Cost
118548;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
122648;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
124110;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
127716;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
129947;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
134314;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
136220;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
136645;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
137805;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
138937;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
139476;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
139927;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
141043;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
141392;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
141852;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
142300;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
145761;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
148431;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
149371;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
150354;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
152615;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
154400;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
160479;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
163373;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
164666;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
168711;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
173076;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
173242;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
177033;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
178745;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
179924;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
182623;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
183114;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
185053;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
186321;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
188338;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
