Time;Policy;Finalization Status;CPU core Energy;Transfer Energy;CPU core Time;Transfer Time;Cost
13519;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
14441;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
15269;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
16376;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
17088;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
17881;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
18739;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
19993;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
20768;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
21526;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
22186;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
23544;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
24659;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
25046;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
25070;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
25145;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
25314;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
25399;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
25490;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
25640;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
25703;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
25769;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
25967;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26149;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
26222;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26228;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26448;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26543;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26594;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26599;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26824;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26899;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26915;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26946;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
27075;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
27116;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
27165;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
27247;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
27348;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
27398;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
27563;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
27641;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
27738;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
27870;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
27894;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
27932;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
28531;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
28615;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
28627;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
