Time;Policy;Finalization Status;CPU core Energy;Transfer Energy;CPU core Time;Transfer Time;Cost
115398;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
115667;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
116055;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
116191;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
116332;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
116486;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
116902;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
117056;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
117135;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
117206;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
117479;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
117652;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
117663;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
117879;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
117916;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
118180;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
118336;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
118443;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
118703;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
118910;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
118963;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
119031;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
119313;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
119448;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
119744;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
119888;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
120115;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
120152;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
120156;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
120577;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
120801;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
121637;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
121735;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
122067;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
122400;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
122444;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
122557;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
122745;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
122907;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
123001;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
123177;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
123417;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
123555;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
123862;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
123961;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
124139;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
124395;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
124856;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
124900;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
125388;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
125486;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
125531;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
125707;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
125865;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
125937;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
125981;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
126173;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
126315;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
126477;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
126643;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
126739;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
126998;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
127228;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
127421;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
127592;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
127640;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
127790;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
127940;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
128091;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
128152;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
128250;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
128413;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
128727;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
128964;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
129066;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
129071;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
129293;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
129402;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
129491;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
129811;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
130284;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
130404;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
130626;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
130910;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
131021;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
131425;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
131605;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
131744;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
131888;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
132615;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
132784;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
132827;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
133010;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
133284;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
133353;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
133508;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
133581;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
133736;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
133841;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
133901;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
134117;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
