Time;Policy;Finalization Status;CPU core Energy;Transfer Energy;CPU core Time;Transfer Time;Cost
14332;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
16875;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
19037;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
20625;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
22325;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
24823;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
25156;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
25447;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
25782;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
25898;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
25922;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26130;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26333;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26563;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
26581;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26714;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26997;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
27342;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
27481;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
28204;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
28295;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
28469;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
28485;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
28666;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
28751;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
29395;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
29758;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
29947;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
30030;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
30039;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
