Time;Policy;Finalization Status;CPU core Energy;Transfer Energy;CPU core Time;Transfer Time;Cost
115481;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
115661;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
115856;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
116158;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
116257;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
116412;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
116427;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
116610;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
116806;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
117038;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
117098;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
117240;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
117343;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
117434;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
117911;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
117968;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
118271;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
118468;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
118527;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
118784;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
119082;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
119271;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
119573;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
119691;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
119914;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
120051;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
120475;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
120605;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
120724;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
120858;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
121091;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
121464;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
121621;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
121734;POLICY3_CLOUD;TASK_CANCELED;1245128;257132;51282;64010;1224866
