Time;Policy;Finalization Status;CPU core Energy;Transfer Energy;CPU core Time;Transfer Time;Cost
19627;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
26131;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26610;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26708;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26804;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
27223;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
27314;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
28557;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
29900;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
30558;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
32108;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
33032;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
33396;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
34723;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
36207;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
37059;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
37665;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
37832;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
38534;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
38976;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
43457;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
43613;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
45338;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
45725;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
48081;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
49925;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
53071;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
53336;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
53696;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
53709;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
54797;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
57116;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
57125;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
57631;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
58264;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
58517;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
62107;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
63447;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
64678;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
65411;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
66177;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
67308;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
67670;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
70391;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
70924;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
71183;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
71984;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
74606;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
74656;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
74805;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
77785;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
78466;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
79209;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
79712;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
79887;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
80429;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
81210;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
82047;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
83227;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
84446;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
85592;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
87209;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
90052;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
90803;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
93175;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
93267;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
93688;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
93693;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
94662;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
94802;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
96261;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
97471;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
98271;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
98873;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
99895;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
100505;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
102418;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
103115;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
105682;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
106441;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
108044;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
111016;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
111784;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
112093;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
112165;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
113192;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
114694;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
116294;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
116592;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
116849;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
117923;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
119065;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
119627;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
119767;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
120042;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
120633;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
121050;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
121066;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
123159;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
123428;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
124025;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
126131;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
126610;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
126708;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
126804;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
127223;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
127314;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
128557;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
129900;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
130558;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
132108;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
133032;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
133396;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
134723;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
