Time;Policy;Finalization Status;CPU core Energy;Transfer Energy;CPU core Time;Transfer Time;Cost
22270;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
25744;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
25998;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
27165;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
28140;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
29257;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
30342;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
30991;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
32755;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
33141;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
33966;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
34841;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
36296;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
37006;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
37342;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
37354;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
38018;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
39230;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
40035;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
40916;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
41095;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
43069;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
43110;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
46477;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
47205;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
47413;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
47784;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
48226;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
